feature,value
204970_s_at,0.0000907655
204971_at,-0.0002238646
204972_at,0.0000316844
204973_at,-0.0000055319
204974_at,0.0000071709
204975_at,0.0000958284
204976_s_at,0.0001217590
204977_at,0.0000799205
204978_at,0.0000618555
204979_s_at,-0.0000087525
204980_at,-0.0000924271
204981_at,0.0000547542
204982_at,-0.0000366389
204983_s_at,0.0000477674
204984_at,-0.0000092837
204985_s_at,0.0001263797
204986_s_at,0.0000249732
204987_at,0.0000766111
204988_at,0.0000158659
204989_s_at,-0.0002243801
204990_s_at,0.0001780944
204991_s_at,-0.0001620328
204992_s_at,0.0000335158
204993_at,0.0000137379
204994_at,0.0000060778
204995_at,0.0000519065
204996_s_at,0.0000116037
204997_at,0.0000280866
204998_s_at,0.0000180435
204999_s_at,0.0000031988
205000_at,0.0000648533
205001_s_at,0.0000735494
205002_at,0.0000663387
205003_at,0.0001018980
205004_at,-0.0000338835
205005_s_at,0.0000451277
205006_s_at,-0.0001232407
205007_s_at,-0.0000012961
205008_s_at,-0.0000424888
205009_at,-0.0000243632
205010_at,0.0001456559
205011_at,-0.0002275001
205012_s_at,-0.0003723255
205013_s_at,-0.0000095984
205014_at,-0.0000632949
205015_s_at,-0.0000200876
205016_at,0.0000409338
205017_s_at,-0.0000413087
205018_s_at,0.0000014321
205019_s_at,-0.0001189160
205020_s_at,-0.0000479966
205021_s_at,-0.0003536290
205022_s_at,0.0000384815
205023_at,-0.0000022693
205024_s_at,-0.0000568241
205025_at,0.0000341937
205026_at,-0.0002708791
205027_s_at,0.0000546073
205028_at,0.0000063569
205029_s_at,0.0001159140
205030_at,-0.0000702728
205031_at,0.0000817955
205032_at,-0.0000166041
205033_s_at,-0.0000210152
205034_at,0.0864225551
205035_at,-0.0000188408
205036_at,-0.0000820726
205037_at,-0.0002785603
205038_at,0.0000429487
205039_s_at,-0.0000663439
205040_at,-0.0001461173
205041_s_at,-0.0000309651
205042_at,-0.0000366227
205043_at,0.0008202448
205044_at,-0.0000342353
205045_at,-0.0000066478
205046_at,0.0000882249
205047_s_at,0.0001030842
205048_s_at,-0.0000540474
205049_s_at,-0.0002115066
205050_s_at,-0.0000484872
205051_s_at,-0.0000059360
205052_at,-0.0000661062
205053_at,-0.0001428207
205054_at,0.0000236735
205055_at,0.0000823574
205056_s_at,-0.0000725107
205057_s_at,0.0000366059
205058_at,0.0000348729
205059_s_at,0.0000042855
205060_at,0.0000628291
205061_s_at,0.0000185669
205062_x_at,0.0000633216
205063_at,0.0000531761
205064_at,-0.0000334328
205065_at,0.0000802917
205066_s_at,-0.0000459639
205067_at,0.0002214047
205068_s_at,-0.0001151843
205069_s_at,-0.0000788214
205070_at,0.0002045618
205071_x_at,0.0000039798
205072_s_at,0.0001138620
205073_at,-0.0000594757
205074_at,0.0001707953
205075_at,-0.0000307077
205076_s_at,0.0000346841
205077_s_at,-0.0001001843
205078_at,0.0000193240
205079_s_at,0.0001939019
205080_at,0.0000808414
205081_at,-0.0000500311
205082_s_at,-0.0000396161
205083_at,-0.0000250045
205084_at,-0.0001064865
205085_at,0.0000373385
205086_s_at,-0.0000260526
205087_at,0.0000625354
205088_at,0.0000429031
205089_at,0.0000107905
205090_s_at,0.0000705473
205091_x_at,0.0000930800
205092_x_at,-0.0000947272
205093_at,0.0000244863
205094_at,-0.0000264776
205095_s_at,0.0001022283
205096_at,-0.0001336188
205097_at,0.0000467932
205098_at,-0.0000602496
205099_s_at,0.0003283196
205100_at,-0.0000302141
205101_at,-0.0001196942
205102_at,-0.0001574521
205103_at,0.0000894458
205104_at,0.0000374693
205105_at,0.0000102918
205106_at,0.0000234309
205107_s_at,0.0062856963
205108_s_at,-0.0003183565
205109_s_at,-0.0000261439
205110_s_at,0.0000613175
205111_s_at,-0.0001420327
205112_at,0.0001251773
205113_at,-0.0003578013
205114_s_at,-0.0000818935
205115_s_at,-0.0001250130
205116_at,0.0001720277
205117_at,-0.0000122073
205118_at,-0.0000521837
205119_s_at,-0.0000533813
205120_s_at,-0.0000925476
205121_at,-0.0000301956
205122_at,-0.0000194166
205123_s_at,-0.0002128748
205124_at,-0.0000214420
205125_at,0.0002889796
205126_at,-0.0000128666
205127_at,0.0000019683
205128_x_at,0.0000061946
205129_at,0.0000057086
205130_at,-0.0000056556
205131_x_at,0.0000609080
205132_at,0.0000654735
205133_s_at,0.0000626950
205134_s_at,-0.0001746693
205135_s_at,-0.0001433084
205136_s_at,0.0000357262
205137_x_at,-0.0000599727
205138_s_at,0.0000589819
205139_s_at,0.0000552273
205140_at,0.0000089916
205141_at,0.0002187227
205142_x_at,0.0000418685
205143_at,-0.0000124180
205144_at,-0.0001054990
205145_s_at,-0.0000712350
205146_x_at,-0.0001045224
205147_x_at,0.0001010947
205148_s_at,0.0000257984
205149_s_at,0.0000554221
205150_s_at,-0.0001283266
205151_s_at,0.0001148940
205152_at,0.0002066113
205153_s_at,0.0001307658
205154_at,0.0000920178
205155_s_at,0.0000952797
205156_s_at,0.0000439094
205157_s_at,0.0000953659
205158_at,0.0000872063
205159_at,-0.0000058350
205160_at,0.0000942992
205161_s_at,-0.0000077338
205162_at,0.0000035309
205163_at,-0.0000478263
205164_at,-0.0001051594
205165_at,0.0000609111
205166_at,-0.0000063405
205167_s_at,0.0000210483
205168_at,-0.0000603194
205169_at,0.0001059554
205170_at,-0.0000364284
205171_at,0.0000573907
205172_x_at,-0.0000576763
205173_x_at,0.0000866986
205174_s_at,-0.0000303129
205175_s_at,0.0000177525
205176_s_at,-0.0000289413
205177_at,0.0000022937
205178_s_at,-0.0000143332
205179_s_at,0.0001311195
205180_s_at,0.0000808185
205181_at,-0.0000149113
205182_s_at,-0.0000729018
205183_at,0.0000674431
205184_at,-0.0000075421
205185_at,0.0000198501
205186_at,0.0001433326
205187_at,0.0000674461
205188_s_at,0.0000465767
205189_s_at,-0.0000707013
205190_at,0.0000921805
205191_at,0.0000168021
205192_at,-0.0001500842
205193_at,0.0000797121
205194_at,0.0000039921
205195_at,0.0001284762
205196_s_at,0.0000737380
205197_s_at,0.0000101951
205198_s_at,0.0001322121
205199_at,-0.0000254799
205200_at,0.0001381809
205201_at,-0.0000510766
205202_at,-0.0001484854
205203_at,0.0000741127
205204_at,-0.0002544934
205205_at,0.0000576299
205206_at,-0.0000233225
205207_at,-0.0000098643
205208_at,-0.0000961728
205209_at,0.0001351291
205210_at,-0.0000984548
205211_s_at,-0.0000208272
205212_s_at,0.0000764876
205213_at,-0.0000254403
205214_at,-0.0000560793
205215_at,-0.0000127122
205216_s_at,-0.0002246458
205217_at,-0.0000377720
205218_at,0.0000681483
205219_s_at,0.0001082740
205220_at,-0.0000583213
205221_at,0.0000369671
205222_at,-0.0000971696
205223_at,0.0000297910
205224_at,-0.0002377175
205225_at,0.0000084451
205226_at,0.0000687002
205227_at,-0.0000211235
205228_at,0.0000559129
205229_s_at,0.0000251986
205230_at,0.0000220811
205231_s_at,0.0000784877
205232_s_at,-0.0000868836
205233_s_at,-0.0000343503
205234_at,-0.0000154982
205235_s_at,0.0001179735
205236_x_at,0.0000112474
205237_at,-0.0000453829
205238_at,-0.0002011754
205239_at,-0.0000026607
205240_at,0.0000921354
205241_at,-0.0001579237
205242_at,-0.0000270136
205243_at,-0.0000262526
205244_s_at,0.0002156410
205245_at,0.0000156384
205246_at,-0.0000050051
205247_at,-0.0001556547
205248_at,-0.0000164165
205249_at,-0.0000785548
205250_s_at,0.0000357245
205251_at,0.0003833979
205252_at,0.0001756318
205253_at,0.0000695155
205254_x_at,0.0000419827
205255_x_at,0.0000040945
205256_at,-0.0000281705
205257_s_at,0.0000733770
205258_at,0.0001611706
205259_at,-0.0000454230
205260_s_at,-0.0001004405
205261_at,-0.0002018539
205262_at,-0.0000313126
205263_at,0.0000382932
205264_at,-0.0000800528
205265_s_at,-0.0000301351
205266_at,0.0000862444
205267_at,-0.0000879052
205268_s_at,-0.0000267945
205269_at,-0.0001482275
205270_s_at,-0.0000206453
205271_s_at,-0.0000782539
205272_s_at,-0.0001707579
205273_s_at,-0.0000021567
205274_at,-0.0000951335
205275_at,-0.0000794672
205276_s_at,-0.0000291199
205277_at,0.0000270647
205278_at,0.0001150387
205279_s_at,0.0001772085
205280_at,0.0000161804
205281_s_at,-0.0000969484
205282_at,-0.0000186970
205283_at,0.0001979231
205284_at,0.0000371827
205285_s_at,0.0000371199
205286_at,0.0000216926
205287_s_at,0.0000221470
205288_at,-0.0001468604
205289_at,-0.0001340566
205290_s_at,0.0001152972
205291_at,-0.0002730225
205292_s_at,0.0000411997
205293_x_at,0.0000431776
205294_at,0.0001182139
205295_at,-0.0000380255
205296_at,-0.0001003240
205297_s_at,-0.0001261437
205298_s_at,0.0000823870
205299_s_at,0.0000534176
205300_s_at,0.0000303973
205301_s_at,0.0002978424
205302_at,0.0000456888
205303_at,0.0002164053
205304_s_at,0.0000538133
205305_at,-0.0000269596
205306_x_at,-0.0000688289
205307_s_at,-0.0000271637
205308_at,0.0003181334
205309_at,0.0000859872
205310_at,-0.0000280432
205311_at,-0.0000155677
205312_at,-0.0000356705
205313_at,-0.0000352438
205314_x_at,-0.0000122954
205315_s_at,-0.0001958180
205316_at,0.0001725532
205317_s_at,0.0001294979
205318_at,-0.0000217938
205319_at,-0.0000067952
205320_at,-0.0003949300
205321_at,-0.0000308480
205322_s_at,0.0000575399
205323_s_at,-0.0001188879
205324_s_at,0.0000914983
205325_at,-0.0001119020
205326_at,0.0229626205
205327_s_at,-0.0000087285
205328_at,0.0021110040
205329_s_at,0.0001529242
205330_at,-0.0001549525
205331_s_at,-0.0001873674
205332_at,-0.0000020414
205333_s_at,0.0000697009
205334_at,0.0000482023
205335_s_at,-0.0000168811
205336_at,0.0002827414
205337_at,0.0001179713
205338_s_at,0.0000575553
205339_at,0.0001517310
205340_at,0.0000390954
205341_at,-0.0000970982
205342_s_at,0.0307618529
205343_at,0.0000003198
205344_at,0.0000864266
205345_at,-0.0000124519
205346_at,-0.0000080832
205347_s_at,-0.0001586042
205348_s_at,-0.0001222771
205349_at,-0.0000379514
205350_at,-0.0000875027
205351_at,0.0000128796
205352_at,-0.0000645349
205353_s_at,0.0000159596
205354_at,0.0000779933
205355_at,0.0000468492
205356_at,0.0000558598
205357_s_at,0.0000046524
205358_at,-0.0000233744
205359_at,-0.0000472962
205360_at,0.0000175725
205361_s_at,-0.0000848370
205362_s_at,0.0000132629
205363_at,-0.0001361497
205364_at,0.0000684335
205365_at,0.0000319204
205366_s_at,0.0000553515
205367_at,-0.0000228880
205368_at,-0.0000949101
205369_x_at,-0.0000232370
205370_x_at,-0.0000578988
205371_s_at,-0.0000086113
205372_at,0.0314871371
205373_at,-0.0000320806
205374_at,-0.0001700419
205375_at,0.0000071492
205376_at,-0.0000256788
205377_s_at,-0.0000359490
205378_s_at,0.0001385346
205379_at,-0.0001952770
205380_at,0.0000326677
205381_at,-0.0001407385
205382_s_at,-0.0000350207
205383_s_at,-0.0001670184
205384_at,0.0000861732
205385_at,-0.0001344643
205386_s_at,-0.0000196530
205387_s_at,0.0000330257
205388_at,0.0000499337
205389_s_at,0.0001863183
205390_s_at,-0.0000176996
205391_x_at,-0.0000202479
205392_s_at,0.0000757185
205393_s_at,-0.0003085335
205394_at,-0.0001300935
205395_s_at,-0.0000442755
205396_at,-0.0001517524
205397_x_at,-0.0001372755
205398_s_at,-0.0000962448
205399_at,-0.0000060009
205400_at,0.0000848580
205401_at,0.0000818697
205402_x_at,-0.0000070312
205403_at,-0.0000464118
205404_at,-0.0000168056
205405_at,0.0000777658
205406_s_at,0.0001914944
205407_at,0.0000551644
205408_at,0.0000208824
205409_at,-0.0001012089
205410_s_at,-0.0001798164
205411_at,-0.0000442951
205412_at,0.0000883338
205413_at,0.0000125234
205414_s_at,-0.0000872854
205415_s_at,0.0000086824
205416_s_at,-0.0000321164
205417_s_at,0.0003304140
205418_at,-0.0001711776
205419_at,-0.0000928860
205420_at,0.0001524711
205421_at,-0.0000024042
205422_s_at,0.0000024834
205423_at,0.0000079149
205424_at,-0.0000590860
205425_at,-0.0001056660
205426_s_at,-0.0000824984
205427_at,0.0000080373
205428_s_at,0.0000527669
205429_s_at,0.0000076027
205430_at,-0.0000445069
205431_s_at,0.0694890693
205432_at,0.0000308330
205433_at,-0.0000251704
205434_s_at,0.0000982014
205435_s_at,-0.0000362373
205436_s_at,0.0000191332
205437_at,-0.0000343554
205438_at,-0.0001378695
205439_at,-0.0001620159
205440_s_at,0.0000071993
205441_at,0.0002458845
205442_at,-0.0000335619
205443_at,0.0000035703
205444_at,0.0000711473
205445_at,-0.0003000377
205446_s_at,0.0000638276
205447_s_at,-0.0001254451
205448_s_at,-0.0000676480
205449_at,-0.0000000986
205450_at,-0.0001091231
205451_at,-0.0001739673
205452_at,-0.0000127377
205453_at,-0.0000153549
205454_at,0.0001075253
205455_at,0.0001753214
205456_at,-0.0000598715
205457_at,0.0000021611
205458_at,0.0001404494
205459_s_at,0.0000060235
205460_at,0.0000054704
205461_at,0.0000468504
205462_s_at,0.0000061108
205463_s_at,-0.0002828726
205464_at,0.0000462654
205465_x_at,-0.0000647066
205466_s_at,0.0000663531
205467_at,0.0000363345
205468_s_at,0.0000745580
205469_s_at,0.0000788065
205470_s_at,0.0000848004
205471_s_at,-0.0000137384
205472_s_at,-0.0000006448
205473_at,0.0000861011
205474_at,0.0004788706
205475_at,-0.0003226206
205476_at,-0.0000648811
205477_s_at,-0.0000587015
205478_at,0.0000565387
205479_s_at,0.0001132085
205480_s_at,0.0000516971
205481_at,0.0001690164
205482_x_at,-0.0001249507
205483_s_at,0.0000378848
205484_at,0.0000299800
205485_at,-0.0000108085
205486_at,-0.0000827112
205487_s_at,-0.0000661210
205488_at,0.0000148264
205489_at,-0.0003103525
205490_x_at,0.0000238940
205491_s_at,-0.0001704805
205492_s_at,0.0000929686
205493_s_at,0.0000059768
205494_at,-0.0000779871
205495_s_at,-0.0004281421
205496_at,0.0001526682
205497_at,0.0000251985
205498_at,-0.0000059847
205499_at,0.0000933229
205500_at,-0.0000132838
205501_at,0.0000505236
205502_at,0.0000162285
205503_at,-0.0000060658
205504_at,-0.0000423627
205505_at,-0.0001052137
205506_at,0.0172570311
205507_at,-0.0000702388
205508_at,-0.0002000240
205509_at,0.0000458750
205510_s_at,-0.0000017952
205511_at,-0.0000327298
205512_s_at,0.0000060751
205513_at,-0.0000639151
205514_at,0.0000188657
205515_at,0.0000440157
205516_x_at,-0.0001603623
205517_at,0.0001087425
205518_s_at,0.0001164086
205519_at,0.0000040690
205520_at,0.0002616834
205521_at,-0.0000311573
205522_at,-0.0000495026
205523_at,-0.0000199409
205524_s_at,-0.0000530567
205525_at,-0.0000399253
205526_s_at,0.0001226655
205527_s_at,-0.0000367289
205528_s_at,0.0000605153
205529_s_at,0.0000101408
205530_at,-0.0001249009
205531_s_at,-0.0001494556
205532_s_at,-0.0001248567
205533_s_at,0.0004950606
205534_at,0.0001120391
205535_s_at,0.0000202596
205536_at,-0.0000823806
205537_s_at,-0.0001006845
205538_at,-0.0000757856
205539_at,-0.0000881447
205540_s_at,-0.0000064567
205541_s_at,0.0001128094
205542_at,-0.0000043052
205543_at,-0.0000454147
205544_s_at,0.0001761499
205545_x_at,0.0000102948
205546_s_at,-0.0000444988
205547_s_at,0.0000473839
205548_s_at,0.0000417403
205549_at,0.0000563689
205550_s_at,0.0000418607
205551_at,-0.0000047928
205552_s_at,0.0000596882
205553_s_at,-0.0001812392
205554_s_at,0.0228114910
205555_s_at,-0.0000216140
205556_at,-0.0000207707
205557_at,-0.0000521343
205558_at,0.0000664346
205559_s_at,-0.0000752714
205560_at,0.0001048158
205561_at,0.0001941898
205562_at,0.0000362908
205563_at,-0.0000087926
205564_at,0.0001401113
205565_s_at,-0.0000405904
205566_at,0.0000246147
205567_at,0.0000307404
205568_at,-0.0000620594
205569_at,0.0000081357
205570_at,-0.0000493260
205571_at,0.0002024867
205572_at,-0.0000223725
205573_s_at,-0.0000506351
205574_x_at,-0.0000553399
205575_at,0.0001545525
205576_at,-0.0000937386
205577_at,0.0000135511
205578_at,-0.0000250703
205579_at,0.0000463390
205580_s_at,-0.0000919396
205581_s_at,-0.0001587225
205582_s_at,-0.0000308083
205583_s_at,-0.0001145529
205584_at,-0.0000968374
205585_at,-0.0000646027
205586_x_at,0.0000174560
205587_at,-0.0000155449
205588_s_at,0.0000087800
205589_at,-0.0002718811
205590_at,0.0000579728
205591_at,0.0000521192
205592_at,-0.0000473715
205593_s_at,0.0000566243
205594_at,0.0000553923
205595_at,-0.0001495735
205596_s_at,0.0002143735
205597_at,-0.0000259848
205598_at,0.0000328345
205599_at,-0.0000605853
205600_x_at,-0.0000184835
205601_s_at,0.0000195611
205602_x_at,-0.0002637050
205603_s_at,-0.0002003852
205604_at,-0.0000520545
205605_at,-0.0000551850
205606_at,-0.0000838070
205607_s_at,-0.0000300411
205608_s_at,-0.0000384490
205609_at,0.0000478435
205610_at,0.0000593706
205611_at,-0.0000409121
205612_at,-0.0000174534
205613_at,-0.0002064812
205614_x_at,-0.0000828651
205615_at,0.0000357410
205616_at,-0.0001522285
205617_at,-0.0000041935
205618_at,0.0000613912
205619_s_at,-0.0000256535
205620_at,-0.0000485752
205621_at,-0.0002475446
205622_at,0.0000091074
205623_at,-0.0000264989
205624_at,-0.0001941662
205625_s_at,0.0000141378
205626_s_at,0.0000071089
205627_at,0.0000094479
205628_at,-0.0001569344
205629_s_at,0.0001126273
205630_at,0.0000584348
205631_at,-0.0000246671
205632_s_at,-0.0000679102
205633_s_at,-0.0000807590
205634_x_at,0.0000060621
205635_at,0.0001216492
205636_at,0.0002334776
205637_s_at,0.0000400855
205638_at,0.0000687457
205639_at,0.0000438811
205640_at,-0.0002162453
205641_s_at,-0.0000400893
205642_at,-0.0001118325
205643_s_at,-0.0000686258
205644_s_at,-0.0001277312
205645_at,0.0000327618
205646_s_at,-0.0002367574
205647_at,0.0001617644
205648_at,0.0000002195
205649_s_at,-0.0001011083
205650_s_at,-0.0000620413
205651_x_at,0.0001389619
205652_s_at,-0.0000120910
205653_at,0.0002902163
205654_at,-0.0001496499
205655_at,-0.0000424178
205656_at,-0.0001732540
205657_at,0.0000404353
205658_s_at,0.0000206515
205659_at,0.0000565002
205660_at,-0.0000492504
205661_s_at,0.0000204455
205662_at,0.0000158059
205663_at,0.0000740434
205664_at,-0.0000088251
205665_at,-0.0001232265
205666_at,-0.0001468910
205667_at,-0.0000381638
205668_at,-0.0002396149
205669_at,0.0000011265
205670_at,0.0001062864
205671_s_at,0.0002614166
205672_at,0.0001482018
205673_s_at,-0.0001281962
205674_x_at,0.0000206678
205675_at,-0.0000828778
205676_at,0.0000117281
205677_s_at,0.0000272023
205678_at,-0.0000663563
205679_x_at,-0.0001794603
205680_at,-0.0001858125
205681_at,-0.0000475148
205682_x_at,-0.0000887105
205683_x_at,0.0000885996
205684_s_at,-0.0000804134
205685_at,0.0001635845
205686_s_at,0.0000477682
205687_at,0.0000801584
205688_at,-0.0001713648
205689_at,-0.0001798126
205690_s_at,0.0001292308
205691_at,-0.0002720313
205692_s_at,-0.0001527870
205693_at,0.0000144524
205694_at,-0.0000451734
205695_at,0.0001404125
205696_s_at,-0.0000979570
205697_at,-0.0001596154
205698_s_at,0.0000164636
205699_at,0.0001310806
205700_at,0.0000282826
205701_at,0.0000096026
205702_at,-0.0000063500
205703_at,0.0000133141
205704_s_at,-0.0000008418
205705_at,0.0000549382
205706_s_at,0.0002323986
205707_at,-0.0000008402
205708_s_at,0.0000518619
205709_s_at,0.0001220981
205710_at,0.0000175334
205711_x_at,0.0000623736
205712_at,0.0000110421
205713_s_at,-0.0000960927
205714_s_at,-0.0000460087
205715_at,-0.0000751618
205716_at,-0.0002433377
205717_x_at,0.0000592012
205718_at,0.0001652529
205719_s_at,-0.0000672510
205720_at,-0.0001108873
205721_at,0.0001410046
205722_s_at,0.0000329835
205723_at,0.0000202010
205724_at,-0.0000989961
205725_at,0.0000178414
205726_at,0.0000043257
205727_at,0.0000073312
205728_at,0.0000390361
205729_at,0.0000926264
205730_s_at,0.0000182435
205731_s_at,-0.0002189966
205732_s_at,0.0000764512
205733_at,-0.0000203704
205734_s_at,0.0000020959
205735_s_at,-0.0000214048
205736_at,-0.0001934138
205737_at,0.0001002922
205738_s_at,-0.0000824704
205739_x_at,0.0000333441
205740_s_at,-0.0002333097
205741_s_at,0.0000154175
205742_at,-0.0001990710
205743_at,0.0000855044
205744_at,0.0000754570
205745_x_at,-0.0000650983
205746_s_at,0.0000359961
205747_at,0.0000782443
205748_s_at,0.0000643500
205749_at,-0.0000261263
205750_at,-0.0000262925
205751_at,-0.0000521134
205752_s_at,-0.0002204180
205753_at,0.0000709984
205754_at,-0.0001196713
205755_at,0.0000059132
205756_s_at,-0.0000520383
205757_at,0.0001079320
205758_at,0.0000592036
205759_s_at,0.0003625161
205760_s_at,-0.0000383525
205761_s_at,0.0001786169
205762_s_at,0.0000096163
205763_s_at,0.0001248048
205764_at,-0.0001590204
205765_at,-0.0000136413
205766_at,0.0003282951
205767_at,-0.0000540837
205768_s_at,0.0000070376
205769_at,-0.0000904941
205770_at,0.0000226085
205771_s_at,-0.0000897698
205772_s_at,0.0000672969
205773_at,-0.0001699755
205774_at,-0.0000096070
205775_at,-0.0001189213
205776_at,0.0000311743
205777_at,-0.0001613283
205778_at,-0.0002199404
205779_at,0.0002326113
205780_at,0.0000897277
205781_at,0.0000139024
205782_at,-0.0000125944
205783_at,0.0000663811
205784_x_at,0.0000493720
205785_at,0.0000964697
205786_s_at,0.0000368756
205787_x_at,0.0000795656
205788_s_at,0.0000036901
205789_at,0.0002613461
205790_at,-0.0001251468
205791_x_at,-0.0000369478
205792_at,0.0000884559
205793_x_at,0.0000889428
205794_s_at,-0.0001044402
205795_at,0.0000970630
205796_at,-0.0000522855
205797_s_at,0.0000229642
205798_at,0.0000443428
205799_s_at,-0.0000349895
205800_at,-0.0000262408
205801_s_at,0.0000932269
205802_at,-0.0000738259
205803_s_at,0.0001183991
205804_s_at,-0.0000068168
205805_s_at,0.0001860588
205806_at,-0.0000486491
205807_s_at,0.0000038201
205808_at,-0.0000144675
205809_s_at,0.0000673921
205810_s_at,0.0000373911
205811_at,0.0000217185
205812_s_at,-0.0000603770
205813_s_at,0.0001501098
205814_at,-0.0000068751
205815_at,-0.0000008030
205816_at,0.0000776893
205817_at,0.0000738875
205818_at,-0.0002682000
205819_at,0.0000013860
205820_s_at,0.0000380006
205821_at,-0.0000485200
205822_s_at,0.0000431369
205823_at,-0.0000581641
205824_at,-0.0002082840
205825_at,-0.0002545064
205826_at,-0.0000512249
205827_at,-0.0002315170
205828_at,-0.0001561118
205829_at,0.0000760687
205830_at,0.0000855418
205831_at,0.0000060173
205832_at,0.0000441175
205833_s_at,0.0000103292
205834_s_at,-0.0000044705
205835_s_at,0.0001391482
205836_s_at,0.0000377868
205837_s_at,0.0001035703
205838_at,0.0000241536
205839_s_at,-0.0000829035
205840_x_at,-0.0000603364
205841_at,0.0000836429
205842_s_at,0.0000346584
205843_x_at,0.0001507486
205844_at,-0.0000381019
205845_at,-0.0000561594
205846_at,0.0001079873
205847_at,-0.0000094324
205848_at,0.0001327491
205849_s_at,0.0000453130
205850_s_at,0.0000764691
205851_at,0.0000078743
205852_at,0.0000580550
205853_at,0.0001101667
205854_at,0.0000481497
205855_at,-0.0000008627
205856_at,-0.0000699953
205857_at,-0.0000532612
205858_at,-0.0001569232
205859_at,0.0001341666
205860_x_at,0.0000012808
205861_at,0.0000288058
205862_at,-0.0001047347
205863_at,-0.0000169795
205864_at,-0.0002080031
205865_at,-0.0000429094
205866_at,0.0097268727
205867_at,-0.0000206380
205868_s_at,0.0001426528
205869_at,0.0000366825
205870_at,0.0000727606
205871_at,0.0061105876
205872_x_at,0.0000607451
205873_at,-0.0000622539
205874_at,0.0001456039
205875_s_at,-0.0001342142
205876_at,-0.0001978804
205877_s_at,0.0002221352
205878_at,0.0000924371
205879_x_at,0.0003016145
205880_at,-0.0001064977
205881_at,0.0000130621
205882_x_at,-0.0001409859
205883_at,-0.0000592054
205884_at,-0.0000435176
205885_s_at,-0.0000088730
205886_at,-0.0000263296
205887_x_at,0.0000150353
205888_s_at,0.0000623963
205889_s_at,-0.0000630666
205890_s_at,0.0000610003
205891_at,-0.0000652274
205892_s_at,0.0000402585
205893_at,0.0000225497
205894_at,-0.0002704053
205895_s_at,0.0001058989
205896_at,0.0000230065
205897_at,-0.0000674640
205898_at,0.0000145291
205899_at,0.0001092663
205900_at,0.0000677307
205901_at,0.0000232259
205902_at,-0.0000005437
205903_s_at,-0.0000439503
205904_at,0.0087813297
205905_s_at,-0.0000211551
205906_at,-0.0000103148
205907_s_at,0.0000711114
205908_s_at,0.0000626314
205909_at,0.0000041197
205910_s_at,0.0000006530
205911_at,0.0000602731
205912_at,0.0001473306
205913_at,-0.0000560806
205914_s_at,0.0000125889
205915_x_at,0.0000026764
205916_at,-0.0001216317
205917_at,0.0000339955
205918_at,0.0000955854
205919_at,-0.0001056862
205920_at,0.0000552129
205921_s_at,0.0001410091
205922_at,-0.0000386162
205923_at,0.0002392419
205924_at,0.0000155366
205925_s_at,-0.0001010396
205926_at,0.0001428894
205927_s_at,-0.0000177315
205928_at,-0.0000308556
205929_at,-0.0000093332
205930_at,0.0000213199
205931_s_at,0.0000549995
205932_s_at,0.0000628591
205933_at,-0.0000695952
205934_at,0.0000034331
205935_at,0.0000646515
205936_s_at,0.0000283960
205937_at,0.0000531724
205938_at,0.0000949738
205939_at,-0.0000356015
205940_at,0.0001394242
205941_s_at,0.0000787880
205942_s_at,0.0001085676
205943_at,0.0000045927
205944_s_at,0.0000035916
205945_at,0.0000163071
205946_at,0.0001231049
205947_s_at,0.0001722112
205948_at,0.0000069612
205949_at,0.0002180519
205950_s_at,-0.0002012654
205951_at,-0.0002595203
205952_at,0.0002879892
205953_at,0.0002876321
205954_at,0.0000390216
205955_at,-0.0001239092
205956_x_at,0.0001311579
205957_at,0.0000001879
205958_x_at,0.0002296079
205959_at,-0.0000454376
205960_at,0.0002848494
205961_s_at,-0.0000010316
205962_at,-0.0000909958
205963_s_at,0.0001164489
205964_at,0.0000219401
205965_at,-0.0000088268
205966_at,-0.0000537106
205967_at,-0.0000303327
205968_at,0.0000868145
205969_at,0.0000040875
205970_at,0.0001910055
205971_s_at,-0.0001075592
205972_at,-0.0000095420
205973_at,-0.0000265092
205974_at,0.0000937545
205975_s_at,0.0000108131
205976_at,0.0000976560
205977_s_at,0.0000780932
205978_at,-0.0000047141
205979_at,-0.0000192572
205980_s_at,0.0000179371
205981_s_at,0.0001145619
205982_x_at,0.0002756444
205983_at,0.0002550704
205984_at,-0.0000380082
205985_x_at,-0.0000097178
205986_at,0.0000272549
205987_at,-0.0002644133
205988_at,0.0001114255
205989_s_at,-0.0000011328
205990_s_at,0.0002712310
205991_s_at,0.0000607646
205992_s_at,-0.0000292519
205993_s_at,0.0000526080
205994_at,0.0002073541
205995_x_at,0.0000212231
205996_s_at,0.0000748622
205997_at,0.0000046605
205998_x_at,0.0000188557
205999_x_at,0.0244476423
206000_at,-0.0000169424
206001_at,-0.0001427148
206002_at,0.0001379499
206003_at,0.0003902064
206004_at,0.0000294040
206005_s_at,-0.0001493733
206006_s_at,0.0000071394
206007_at,0.0000434915
206008_at,0.0000756849
206009_at,-0.0001046729
206010_at,-0.0001132873
206011_at,-0.0000668347
206012_at,-0.0000425967
206013_s_at,-0.0000463328
206014_at,-0.0000314798
206015_s_at,-0.0000802570
206016_at,-0.0000078337
206017_at,0.0000372606
206018_at,0.0000819920
206019_at,-0.0000311670
206020_at,-0.0001099282
206021_at,0.0001759854
206022_at,-0.0000753671
206023_at,-0.0000282135
206024_at,-0.0000647829
