feature,value
206037_at,0.7980156541
206038_s_at,0.7982282043
206039_at,0.7982143760
206040_s_at,0.7982459068
206042_x_at,0.7981785536
206043_s_at,0.7982391119
206044_s_at,0.7980854511
206045_s_at,0.7982959151
206046_at,0.7981715798
206047_at,0.7982572317
206048_at,0.7982032895
206049_at,0.7983464599
206050_s_at,0.7982315421
206051_at,0.7985708117
206052_s_at,0.7982308269
206053_at,0.7980706692
206054_at,0.7982211113
206055_s_at,0.7982280254
206056_x_at,0.7981080413
206057_x_at,0.7982356548
206058_at,0.7981981039
206059_at,0.7983070612
206060_s_at,0.7982886434
206061_s_at,0.7983169556
206062_at,0.7982705832
206063_x_at,0.7982200384
206064_s_at,0.7983596921
206065_s_at,0.7981775403
206066_s_at,0.7983120680
206067_s_at,0.7981867790
206068_s_at,0.7980223894
206069_s_at,0.7981179357
206070_s_at,0.7982528806
206071_s_at,0.7981600165
206072_at,0.7982084751
206073_at,0.7983783484
206074_s_at,0.7982397079
206075_s_at,0.7980806828
206076_at,0.7982231975
206077_at,0.7982128263
206078_at,0.7982147336
206079_at,0.7982137203
206080_at,0.7982584238
206081_at,0.7983739972
206082_at,0.7982168794
206083_at,0.7982503176
206084_at,0.7984387279
206085_s_at,0.7981801033
206086_x_at,0.7981761694
206087_x_at,0.7982193828
206088_at,0.7981892824
206089_at,0.7981979251
206090_s_at,0.7982075214
206091_at,0.7981542945
206092_x_at,0.7982640862
206093_x_at,0.7982596755
206094_x_at,0.7982194424
206095_s_at,0.7982412577
206096_at,0.7982193232
206097_at,0.7982991338
206098_at,0.7982493043
206099_at,0.7982404828
206100_at,0.7983343601
206101_at,0.7981725931
206102_at,0.7981871367
206103_at,0.7982522845
206104_at,0.7983760834
206105_at,0.7981913686
206106_at,0.7982152700
206107_at,0.7982130647
206108_s_at,0.7982230783
206109_at,0.7982563972
206110_at,0.7982191443
206111_at,0.7981742620
206112_at,0.7982026339
206113_s_at,0.7981988788
206114_at,0.7981833220
206115_at,0.7984659076
206116_s_at,0.7981866598
206117_at,0.7982015014
206118_at,0.7982091308
206119_at,0.7983354330
206120_at,0.7982298136
206121_at,0.7981647253
206122_at,0.7982153296
206123_at,0.7982230783
206124_s_at,0.7981957197
206125_s_at,0.7982222438
206126_at,0.7983020544
206127_at,0.7982623577
206128_at,0.7982302308
206129_s_at,0.7982081175
206130_s_at,0.7982173562
206131_at,0.7982388735
206132_at,0.7982257605
206133_at,0.7982180715
206134_at,0.7982138395
206135_at,0.7982907891
206136_at,0.7983453274
206137_at,0.7982187271
206138_s_at,0.7982351184
206139_at,0.7981224656
206140_at,0.7982142568
206141_at,0.7982338667
206142_at,0.7982159853
206143_at,0.7982154489
206144_at,0.7983340025
206145_at,0.7981322408
206146_s_at,0.7982945442
206147_x_at,0.7981684208
206148_at,0.7981452942
206149_at,0.7982090116
206150_at,0.7982641459
206151_x_at,0.7984917164
206152_at,0.7983055115
206153_at,0.7982022166
206154_at,0.7982133627
206155_at,0.7982686758
206156_at,0.7980934381
206157_at,0.7981864810
206158_s_at,0.7982346416
206159_at,0.7981822491
206160_at,0.7982537150
206161_s_at,0.7981881499
206162_x_at,0.7983175516
206163_at,0.7982051373
206164_at,0.7982522249
206165_s_at,0.7982740998
206166_s_at,0.7982009053
206167_s_at,0.7981933951
206168_at,0.7982041836
206169_x_at,0.7982452512
206170_at,0.7981857061
206171_at,0.7982902527
206172_at,0.7981920838
206173_x_at,0.7983283401
206174_s_at,0.7982159257
206175_x_at,0.7982013822
206176_at,0.7981303930
206177_s_at,0.7982801795
206178_at,0.7981078029
206179_s_at,0.7982597351
206180_x_at,0.7982544899
206181_at,0.7983588576
206182_at,0.7981221080
206183_s_at,0.7982288599
206184_at,0.7983201146
206185_at,0.7981511950
206186_at,0.7982113361
206187_at,0.7982968092
206188_at,0.7985158563
206189_at,0.7982007861
206190_at,0.7982024550
206191_at,0.7982336879
206192_at,0.7982100844
206193_s_at,0.7982116938
206194_at,0.7983251810
206195_x_at,0.7981988788
206196_s_at,0.7982121110
206197_at,0.7984127402
206198_s_at,0.7981879115
206199_at,0.7982468605
206200_s_at,0.7981603742
206201_s_at,0.7982001901
206202_at,0.7982797027
206203_at,0.7982069850
206204_at,0.7981920838
206205_at,0.7982035875
206206_at,0.7982662916
206207_at,0.7982332110
206208_at,0.7982735634
206209_s_at,0.7982057333
206210_s_at,0.7981497645
206211_at,0.7982476354
206212_at,0.7982872128
206213_at,0.7982136607
206214_at,0.7982513309
206215_at,0.7981961370
206216_at,0.7981854677
206217_at,0.7982400060
206218_at,0.7982124090
206219_s_at,0.7982100248
206220_s_at,0.7981638908
206221_at,0.7982254028
206222_at,0.7982230186
206223_at,0.7982509732
206224_at,0.7982076406
206225_at,0.7982317805
206226_at,0.7982048988
206227_at,0.7982004881
206228_at,0.7982859612
206229_x_at,0.7982365489
206230_at,0.7982752323
206231_at,0.7982311845
206232_s_at,0.7982402444
206233_at,0.7982668877
206234_s_at,0.7982158065
206235_at,0.7982912660
206236_at,0.7982213497
206237_s_at,0.7982097864
206238_s_at,0.7982019186
206239_s_at,0.7980805635
206240_s_at,0.7982497811
206241_at,0.7981952429
206242_at,0.7981310487
206243_at,0.7982550859
206244_at,0.7983213067
206245_s_at,0.7983674407
206246_at,0.7982357144
206247_at,0.7982127070
206248_at,0.7981422544
206249_at,0.7981498241
206250_x_at,0.7982801199
206251_s_at,0.7981647253
206252_s_at,0.7983691096
206253_at,0.7982387543
206254_at,0.7982431054
206255_at,0.7982132435
206256_at,0.7981970310
206257_at,0.7982714176
206258_at,0.7982136607
206259_at,0.7981859446
206260_at,0.7982192039
206261_at,0.7981395721
206262_at,0.7982353568
206263_at,0.7982280850
206264_at,0.7982005477
206265_s_at,0.7982038260
206266_at,0.7982124090
206267_s_at,0.7981748581
206268_at,0.7983354330
206269_at,0.7982702255
206270_at,0.7982445359
206271_at,0.7982884049
206272_at,0.7981471419
206273_at,0.7982082963
206274_s_at,0.7982661128
206275_s_at,0.7981927395
206276_at,0.7982918024
206277_at,0.7982552052
206278_at,0.7981964946
206279_at,0.7982659340
206280_at,0.7982232571
206281_at,0.7982354164
206282_at,0.7982045412
206283_s_at,0.7982470393
206284_x_at,0.7983184457
206285_at,0.7981951833
206286_s_at,0.7982222438
206287_s_at,0.7981562018
206288_at,0.7982275486
206289_at,0.7983197570
206290_s_at,0.7983273268
206291_at,0.7982208729
206292_s_at,0.7981805801
206293_at,0.7983657718
206294_at,0.7982704639
206295_at,0.7982773185
206296_x_at,0.7983266711
206297_at,0.7981849909
206298_at,0.7981407046
206299_at,0.7982147336
206300_s_at,0.7982273102
206301_at,0.7982976437
206302_s_at,0.7982013226
206303_s_at,0.7982006073
206304_at,0.7983077765
206305_s_at,0.7981148958
206306_at,0.7983719707
206307_s_at,0.7982070446
206308_at,0.7982592583
206309_at,0.7982168794
206310_at,0.7982126474
206311_s_at,0.7981864810
206312_at,0.7981775999
206313_at,0.7982772589
206314_at,0.7981883883
206315_at,0.7981896996
206316_s_at,0.7980848551
206317_s_at,0.7982233763
206318_at,0.7982249856
206319_s_at,0.7982023358
206320_s_at,0.7981686592
206321_at,0.7981507182
206322_at,0.7982540727
206323_x_at,0.7982455492
206324_s_at,0.7981976867
206325_at,0.7981263995
206326_at,0.7982495427
206327_s_at,0.7982618213
206328_at,0.7982278466
206329_at,0.7982125282
206330_s_at,0.7981665134
206331_at,0.7982463837
206332_s_at,0.7982685566
206333_at,0.7981907725
206334_at,0.7982047200
206335_at,0.7981875539
206336_at,0.7984210253
206337_at,0.7982226014
206338_at,0.7981905937
206339_at,0.7984161973
206340_at,0.7983529568
206341_at,0.7982409596
206342_x_at,0.7982153893
206343_s_at,0.7983555198
206344_at,0.7981750965
206345_s_at,0.7982199192
206346_at,0.7981359363
206347_at,0.7982162237
206348_s_at,0.7982470989
206349_at,0.7982091308
206350_at,0.7982929349
206351_s_at,0.7982924581
206352_s_at,0.7982772589
206353_at,0.7983586788
206354_at,0.7982926369
206355_at,0.7981693149
206356_s_at,0.7982359529
206357_at,0.7981234789
206358_at,0.7982001305
206359_at,0.7981953621
206360_s_at,0.7982475162
206361_at,0.7982482314
206362_x_at,0.7982925773
206363_at,0.7983399034
206364_at,0.7981598377
206365_at,0.7983537316
206366_x_at,0.7981878519
206367_at,0.7982913256
206368_at,0.7981914282
206369_s_at,0.7981126904
206370_at,0.7981736660
206371_at,0.7982702851
206372_at,0.7982226014
206373_at,0.7982510924
206374_at,0.7982429862
206375_s_at,0.7982560396
206376_at,0.7981891036
206377_at,0.7982066870
206378_at,0.7981352210
206379_at,0.7982028723
206380_s_at,0.7984983921
206381_at,0.7982354760
206382_s_at,0.7982392311
206383_s_at,0.7981781363
206384_at,0.7982245088
206385_s_at,0.7982949018
206386_at,0.7983263135
206387_at,0.7981781363
206388_at,0.7982431650
206389_s_at,0.7982175946
206390_x_at,0.7982401252
206391_at,0.7981719375
206392_s_at,0.7982057333
206393_at,0.7982388139
206394_at,0.7983311415
206395_at,0.7982907295
206396_at,0.7983569503
206397_x_at,0.7982844114
206398_s_at,0.7982676625
206399_x_at,0.7982614040
206400_at,0.7982317209
206401_s_at,0.7981767058
206402_s_at,0.7982237339
206403_at,0.7982196808
206404_at,0.7981818318
206405_x_at,0.7982678413
206406_at,0.7982022166
206407_s_at,0.7983292937
206408_at,0.7982543707
206409_at,0.7982341647
206410_at,0.7982035875
206411_s_at,0.7981939912
206412_at,0.7982603908
206413_s_at,0.7984190583
206414_s_at,0.7981948256
206415_at,0.7980949879
206416_at,0.7981735468
206417_at,0.7982122302
206418_at,0.7982205153
206419_at,0.7982090116
206420_at,0.7981745005
206421_s_at,0.7982096672
206422_at,0.7982728481
206423_at,0.7981953621
206424_at,0.7981625199
206425_s_at,0.7981336713
206426_at,0.7982195616
206427_s_at,0.7982426286
206428_s_at,0.7982176542
206429_at,0.7981983423
206430_at,0.7982234359
206431_x_at,0.7982513905
206432_at,0.7981816530
206433_s_at,0.7982636094
206434_at,0.7985149622
206435_at,0.7982025146
206436_at,0.7982990742
206437_at,0.7981603146
206438_x_at,0.7981950045
206439_at,0.7981815338
206440_at,0.7982602119
206441_s_at,0.7980992198
206442_at,0.7981926203
206443_at,0.7982444763
206444_at,0.7981657386
206445_s_at,0.7981822491
206446_s_at,0.7985241413
206447_at,0.7981902957
206448_at,0.7982352972
206449_s_at,0.7982037663
206450_at,0.7983454466
206451_at,0.7981595397
206452_x_at,0.7983021140
206453_s_at,0.7982432842
206454_s_at,0.7982149124
206455_s_at,0.7981737256
206456_at,0.7982417941
206457_s_at,0.7981659770
206458_s_at,0.7981967330
206459_s_at,0.7981938124
206460_at,0.7982944846
206461_x_at,0.7981366515
206462_s_at,0.7981958985
206463_s_at,0.7982668877
206464_at,0.7981986403
206465_at,0.7981963158
206466_at,0.7982324362
206467_x_at,0.7982195616
206468_s_at,0.7981951833
206469_x_at,0.7982501984
206470_at,0.7981730700
206471_s_at,0.7982640862
206472_s_at,0.7982588410
206473_at,0.7982312441
206474_at,0.7982971668
206475_x_at,0.7982633710
206476_s_at,0.7981923819
206477_s_at,0.7982329726
206478_at,0.7982187271
206479_at,0.7982274294
206480_at,0.7981878519
206481_s_at,0.7983612418
206482_at,0.7981625199
206483_at,0.7982224822
206484_s_at,0.7981597781
206485_at,0.7983527184
206486_at,0.7982370853
206487_at,0.7981488109
206488_s_at,0.7981912494
206489_s_at,0.7982178926
206490_at,0.7982597351
206491_s_at,0.7982183695
206492_at,0.7981935143
206493_at,0.7982234955
206494_s_at,0.7981945872
206495_s_at,0.7981174588
206496_at,0.7983114123
206497_at,0.7981196046
206498_at,0.7982192636
206499_s_at,0.7982462049
206500_s_at,0.7983121276
206501_x_at,0.7982662916
206502_s_at,0.7983666062
206503_x_at,0.7981806993
206504_at,0.7981995940
206505_at,0.7981661558
206506_s_at,0.7981863022
206507_at,0.7981923819
206508_at,0.7983097434
206509_at,0.7982172370
206510_at,0.7982236743
206511_s_at,0.7983122468
206512_at,0.7982614040
206513_at,0.7982096672
206514_s_at,0.7981621027
206515_at,0.7982916236
206516_at,0.7982046008
206517_at,0.7982563972
206518_s_at,0.7983146310
206519_x_at,0.7983390093
206520_x_at,0.7981688976
206521_s_at,0.7982596755
206522_at,0.7981476784
206523_at,0.7982940078
206524_at,0.7982791066
206525_at,0.7982406616
206526_at,0.7981984615
206527_at,0.7982931137
206528_at,0.7981906533
206529_x_at,0.7983149886
206530_at,0.7982063293
206531_at,0.7982122898
206532_at,0.7982300520
206533_at,0.7981870174
206534_at,0.7982039452
206535_at,0.7983084917
206536_s_at,0.7982249260
206537_at,0.7982923388
206538_at,0.7982641459
206539_s_at,0.7981858850
206540_at,0.7981827259
206541_at,0.7982501984
206542_s_at,0.7982760072
206543_at,0.7982413769
206544_x_at,0.7981693149
206545_at,0.7982306480
206546_at,0.7981328368
206547_s_at,0.7982123494
206548_at,0.7984318137
206549_at,0.7983193398
206550_s_at,0.7981815934
206551_x_at,0.7982217669
206552_s_at,0.7983230948
206553_at,0.7982055545
206554_x_at,0.7981894016
206555_s_at,0.7981894612
206556_at,0.7981370687
206557_at,0.7982533574
206558_at,0.7981382012
206559_x_at,0.7981939316
206560_s_at,0.7983356714
206561_s_at,0.7981134653
206562_s_at,0.7981936336
206563_s_at,0.7981941104
206564_at,0.7982200980
206565_x_at,0.7981408834
206566_at,0.7982743979
206567_s_at,0.7983986139
206568_at,0.7981447577
206569_at,0.7984188199
206570_s_at,0.7982313633
206571_s_at,0.7981674075
206572_x_at,0.7981950045
206573_at,0.7982646227
206574_s_at,0.7982184887
206575_at,0.7983173728
206576_s_at,0.7982149720
206577_at,0.7982044816
206578_at,0.7982075214
206579_at,0.7981799245
206580_s_at,0.7981818914
206581_at,0.7982544899
206582_s_at,0.7982344031
206583_at,0.7984550595
206584_at,0.7981552482
206585_at,0.7982275486
206586_at,0.7981828451
206587_at,0.7981233001
206588_at,0.7983153462
206589_at,0.7981806993
206590_x_at,0.7982085347
206591_at,0.7982793450
206592_s_at,0.7982469797
206593_s_at,0.7981820107
206594_at,0.7982244492
206595_at,0.7983720899
206596_s_at,0.7982357144
206597_at,0.7983609438
206598_at,0.7982761860
206599_at,0.7982198000
206600_s_at,0.7982593775
206601_s_at,0.7982112765
206602_s_at,0.7982326150
206603_at,0.7982169390
206604_at,0.7984027267
206605_at,0.7982833385
206606_at,0.7982418537
206607_at,0.7982028723
206608_s_at,0.7982177138
206609_at,0.7981833220
206610_s_at,0.7982251048
206611_at,0.7982206345
206612_at,0.7981681228
206613_s_at,0.7981501818
206614_at,0.7982450724
206615_s_at,0.7981907725
206616_s_at,0.7983900309
206617_s_at,0.7982289195
206618_at,0.7981181145
206619_at,0.7983295918
206620_at,0.7982331514
206621_s_at,0.7982019186
206622_at,0.7982041240
206623_at,0.7983000875
206624_at,0.7982444167
206625_at,0.7981877923
206626_x_at,0.7982135415
206627_s_at,0.7982172966
206628_at,0.7982757092
206629_at,0.7982059121
206630_at,0.7982758284
206631_at,0.7984306812
206632_s_at,0.7982089520
206633_at,0.7982632518
206634_at,0.7982609272
206635_at,0.7981394529
206636_at,0.7981707454
206637_at,0.7982097864
206638_at,0.7981997132
206639_x_at,0.7982885242
206640_x_at,0.7982027531
206641_at,0.7982372046
206642_at,0.7983268499
206643_at,0.7981541753
206644_at,0.7981945872
206645_s_at,0.7982453108
206646_at,0.7982015610
206647_at,0.7981470227
206648_at,0.7981995940
206649_s_at,0.7982221246
206650_at,0.7981412411
206651_s_at,0.7981985211
206652_at,0.7984050512
206653_at,0.7983501554
206654_s_at,0.7983028889
206655_s_at,0.7982248664
206656_s_at,0.7982639670
206657_s_at,0.7983545661
206658_at,0.7981593609
206659_at,0.7981815934
206660_at,0.7982327938
206661_at,0.7982777357
206662_at,0.7982156873
206663_at,0.7981484532
206664_at,0.7981973886
206665_s_at,0.7981759310
206666_at,0.7982133031
206667_s_at,0.7982200980
206668_s_at,0.7984166145
206669_at,0.7982997894
206670_s_at,0.7982176542
206671_at,0.7982548475
206672_at,0.7982017398
206673_at,0.7982295752
206674_at,0.7983059287
206675_s_at,0.7982320786
206676_at,0.7982485294
206677_at,0.7982400656
206678_at,0.7982947826
206679_at,0.7981952429
206680_at,0.7982314229
206681_x_at,0.7981560826
206682_at,0.7981507778
206683_at,0.7978976965
206684_s_at,0.7982150912
206685_at,0.7982097864
206686_at,0.7981660366
206687_s_at,0.7983451486
206688_s_at,0.7980009913
206689_x_at,0.7982605696
206690_at,0.7983024120
206691_s_at,0.7982088327
206692_at,0.7982358932
206693_at,0.7982212305
206694_at,0.7982645035
206695_x_at,0.7981735468
206696_at,0.7982630730
206697_s_at,0.7983201146
206698_at,0.7982746959
206699_x_at,0.7982043028
206700_s_at,0.7983005047
206701_x_at,0.7982018590
206702_at,0.7983848453
206703_at,0.7982222438
206704_at,0.7984867096
206705_at,0.7982338667
206706_at,0.7983616590
206707_x_at,0.7982419729
206708_at,0.7982719541
206709_x_at,0.7983213663
206710_s_at,0.7981985807
206711_at,0.7982308865
206712_at,0.7982316017
206713_at,0.7981114388
206714_at,0.7982310653
206715_at,0.7982359529
206716_at,0.7982600927
206717_at,0.7983151078
206718_at,0.7981628180
206719_at,0.7982844114
206720_at,0.7982422709
206721_at,0.7981735468
206722_s_at,0.7982679009
206723_s_at,0.7982243299
206724_at,0.7981891036
206725_x_at,0.7982182503
206726_at,0.7982094288
206727_at,0.7985084653
206728_at,0.7982718945
206729_at,0.7981899381
206730_at,0.7981801629
206731_at,0.7982919812
206732_at,0.7984384894
206733_at,0.7983208299
206734_at,0.7981532812
206735_at,0.7982699275
206736_x_at,0.7982110977
206737_at,0.7982774377
206738_at,0.7982742190
206739_at,0.7983611226
206740_x_at,0.7982321382
206741_at,0.7982028723
206742_at,0.7981720567
206743_s_at,0.7980417609
206744_s_at,0.7984852791
206745_at,0.7982842922
206746_at,0.7981753945
206747_at,0.7982958555
206748_s_at,0.7982327938
206749_at,0.7982254028
206750_at,0.7982736826
206751_s_at,0.7981954813
206752_s_at,0.7984353304
206753_at,0.7980834246
206754_s_at,0.7982096076
206755_at,0.7980877161
206756_at,0.7981674075
206757_at,0.7982081771
206758_at,0.7983233333
206759_at,0.7982212305
206760_s_at,0.7982044220
206761_at,0.7982305288
206762_at,0.7981445193
206763_at,0.7983447313
206764_x_at,0.7982096076
206765_at,0.7981849909
206766_at,0.7982050180
206767_at,0.7982265353
206768_at,0.7982468605
206769_at,0.7982644439
206770_s_at,0.7982486486
206771_at,0.7982017398
206772_at,0.7983334661
206773_at,0.7983209491
206774_at,0.7982771397
206775_at,0.7981861234
206776_x_at,0.7981886268
206777_s_at,0.7982242107
206778_at,0.7982990146
206779_s_at,0.7982326150
206780_at,0.7983652353
206781_at,0.7982401252
206782_s_at,0.7982813716
206783_at,0.7982088923
206784_at,0.7981749177
206785_s_at,0.7982001305
206786_at,0.7982437611
206787_at,0.7982822657
206788_s_at,0.7982141972
206789_s_at,0.7982571125
206790_s_at,0.7981672287
206791_s_at,0.7982212901
206792_x_at,0.7981501818
206793_at,0.7983461618
206794_at,0.7982665300
206795_at,0.7982408404
206796_at,0.7981900573
206797_at,0.7982777953
206798_x_at,0.7983837128
206799_at,0.7981993556
206800_at,0.7983394265
206801_at,0.7981451750
206802_at,0.7983434200
206803_at,0.7982728481
206804_at,0.7981613278
206805_at,0.7982184291
206806_at,0.7982170582
206807_s_at,0.7982098460
206808_at,0.7981353402
206809_s_at,0.7982165217
206810_at,0.7981946468
206811_at,0.7981984019
206812_at,0.7982652783
206813_at,0.7982648015
206814_at,0.7981859446
206815_at,0.7982712388
206816_s_at,0.7981986403
206817_x_at,0.7982093096
206818_s_at,0.7981852293
206819_at,0.7982005477
206820_at,0.7982554436
206821_x_at,0.7983054519
206822_s_at,0.7981940508
206823_at,0.7982679605
206824_at,0.7982282639
206825_at,0.7982328534
206826_at,0.7982586622
206827_s_at,0.7982411981
206828_at,0.7982519269
206829_x_at,0.7982203960
206830_at,0.7982428670
206831_s_at,0.7983407974
206832_s_at,0.7981419563
206833_s_at,0.7982561588
206834_at,0.7981888652
206835_at,0.7982475162
206836_at,0.7981927395
206837_at,0.7982379198
206838_at,0.7982679605
206839_at,0.7982097268
206840_at,0.7982151508
206841_at,0.7983052731
206842_at,0.7983813882
206843_at,0.7983386517
206844_at,0.7983254790
206845_s_at,0.7981732488
206846_s_at,0.7981791496
206847_s_at,0.7982039452
206848_at,0.7982514501
206849_at,0.7981872559
206850_at,0.7982371449
206851_at,0.7983686924
206852_at,0.7982954383
206853_s_at,0.7982150316
206854_s_at,0.7982098460
206855_s_at,0.7983273268
206856_at,0.7982593775
206857_s_at,0.7982020378
206858_s_at,0.7983086109
206859_s_at,0.7981394529
206860_s_at,0.7982154489
206861_s_at,0.7983402014
206862_at,0.7982245684
206863_x_at,0.7983486056
206864_s_at,0.7981838584
206865_at,0.7982326150
206866_at,0.7982657552
206867_at,0.7981440425
206868_at,0.7982676625
206869_at,0.7982560992
206870_at,0.7982196808
206871_at,0.7982103229
206872_at,0.7982726097
206873_at,0.7981905937
206874_s_at,0.7982209325
206875_s_at,0.7982067466
206876_at,0.7981791496
206877_at,0.7983292341
206878_at,0.7982320189
206879_s_at,0.7981786728
206880_at,0.7982386351
206881_s_at,0.7982148528
206882_at,0.7982228398
206883_x_at,0.7981589437
206884_s_at,0.7983264923
206885_x_at,0.7983549833
206886_x_at,0.7982227206
206887_at,0.7983380556
206888_s_at,0.7982078195
206889_at,0.7983111143
206890_at,0.7982870936
206891_at,0.7982200384
206892_at,0.7982627153
206893_at,0.7982910275
206894_at,0.7983809710
206895_at,0.7982690930
206896_s_at,0.7982549071
206897_at,0.7981848121
206898_at,0.7982053161
206899_at,0.7982674837
206900_x_at,0.7982323170
206901_at,0.7982295156
206902_s_at,0.7983524799
206903_at,0.7982069850
206904_at,0.7981659770
206905_s_at,0.7981605530
206906_at,0.7981814146
206907_at,0.7982181907
206908_s_at,0.7982442975
206909_at,0.7982262373
206910_x_at,0.7981982231
206911_at,0.7982179523
206912_at,0.7982665300
206913_at,0.7981633544
206914_at,0.7982270122
206915_at,0.7982254624
206916_x_at,0.7984555364
206917_at,0.7981868982
206918_s_at,0.7981309295
206919_at,0.7981534600
206920_s_at,0.7982406616
206921_at,0.7982543111
206922_at,0.7982292771
206923_at,0.7983030677
206924_at,0.7982499599
206925_at,0.7982132435
206926_s_at,0.7982884049
206927_s_at,0.7981936932
206928_at,0.7981365323
206929_s_at,0.7981580496
206930_at,0.7981122136
206931_at,0.7982895374
206932_at,0.7982389331
206933_s_at,0.7982163429
206934_at,0.7982544899
206935_at,0.7982671857
206936_x_at,0.7982199192
206937_at,0.7982148528
206938_at,0.7981063128
206939_at,0.7981505394
206940_s_at,0.7983859181
206941_x_at,0.7984884977
206942_s_at,0.7981851697
206943_at,0.7982594371
206944_at,0.7983435392
206945_at,0.7982962728
206946_at,0.7982001305
206947_at,0.7983194590
206948_at,0.7982128859
206949_s_at,0.7981626987
206950_at,0.7981666327
206951_at,0.7981933951
206952_at,0.7982032299
206953_s_at,0.7981584668
206954_at,0.7982063890
206955_at,0.7983226776
206956_at,0.7982364893
206957_at,0.7981318831
206958_s_at,0.7981931567
206959_s_at,0.7982501388
206960_at,0.7981973290
206961_s_at,0.7981623411
206962_x_at,0.7982615829
206963_s_at,0.7982225418
206964_at,0.7981446981
206965_at,0.7981744409
206966_s_at,0.7982087135
206967_at,0.7982215881
206968_s_at,0.7982687950
206969_at,0.7982293367
206970_at,0.7982224226
206971_at,0.7981899977
206972_s_at,0.7981570959
206973_at,0.7982113361
206974_at,0.7982411981
206975_at,0.7983108759
206976_s_at,0.7983497977
206977_at,0.7983723283
206978_at,0.7983163595
206979_at,0.7981996536
206980_s_at,0.7982167006
206981_at,0.7981747389
206982_at,0.7982314229
206983_at,0.7981188893
206984_s_at,0.7982065082
206985_at,0.7981759906
206986_at,0.7982243299
206987_x_at,0.7982328534
206988_at,0.7981699705
206989_s_at,0.7982016206
206990_at,0.7981907129
206991_s_at,0.7985367179
206992_s_at,0.7982211709
206993_at,0.7982245684
206994_at,0.7984158397
206995_x_at,0.7982141972
206996_x_at,0.7982410192
206997_s_at,0.7983001471
206998_x_at,0.7982432246
206999_at,0.7982265353
207000_s_at,0.7982338667
207001_x_at,0.7982087135
207002_s_at,0.7982013226
207003_at,0.7982273102
207004_at,0.7982542515
207005_s_at,0.7982115149
207006_s_at,0.7981294394
207007_at,0.7982274294
207008_at,0.7982854843
207009_at,0.7982254028
207010_at,0.7982674837
207011_s_at,0.7982472181
207012_at,0.7984005213
207013_s_at,0.7982065678
207014_at,0.7982248664
207015_s_at,0.7981973290
207016_s_at,0.7982158065
207017_at,0.7982481122
207018_s_at,0.7982095480
207019_s_at,0.7981802225
207020_at,0.7982853651
207021_at,0.7982040644
207022_s_at,0.7982190847
207023_x_at,0.7981847525
207024_at,0.7981905937
207025_at,0.7982471585
207026_s_at,0.7982487679
207027_at,0.7981189489
207028_at,0.7981686592
207029_at,0.7981432676
207030_s_at,0.7981758118
207031_at,0.7983453274
207032_s_at,0.7981800437
207033_at,0.7982547879
207034_s_at,0.7982089520
207035_at,0.7984893322
207036_x_at,0.7981819510
207037_at,0.7982290387
207038_at,0.7981655002
207039_at,0.7981706262
207040_s_at,0.7982183695
207041_at,0.7983089089
207042_at,0.7982743979
207043_s_at,0.7981623411
207044_at,0.7982635498
207045_at,0.7984254360
207046_at,0.7982092500
207047_s_at,0.7982563376
207048_at,0.7982335091
207049_at,0.7982367873
207050_at,0.7982333899
207051_at,0.7982674837
207052_at,0.7982022762
207053_at,0.7982438207
207054_at,0.7982410789
207055_at,0.7983990312
207056_s_at,0.7981778383
207057_at,0.7982175946
207058_s_at,0.7982596755
207059_at,0.7982381582
207060_at,0.7982164025
207061_at,0.7981871367
207062_at,0.7981767654
207063_at,0.7982845306
207064_s_at,0.7982466817
207065_at,0.7982556820
207066_at,0.7981667519
207067_s_at,0.7982750535
207068_at,0.7981958985
207069_s_at,0.7981386781
207070_at,0.7982399464
207071_s_at,0.7982658744
207072_at,0.7983727455
207073_at,0.7982155085
207074_s_at,0.7982161045
207075_at,0.7982735038
207076_s_at,0.7984169126
207077_at,0.7982323170
207078_at,0.7981083393
207079_s_at,0.7982371449
207080_s_at,0.7983469963
207081_s_at,0.7981640100
207082_at,0.7983079553
207083_s_at,0.7982808352
207084_at,0.7981737852
207085_x_at,0.7981562614
207086_x_at,0.7982022166
207087_x_at,0.7981990576
207088_s_at,0.7981557846
207089_at,0.7981850505
207090_x_at,0.7983241081
207091_at,0.7982100844
207092_at,0.7981849313
207093_s_at,0.7982102036
207094_at,0.7985167503
207095_at,0.7982475758
207096_at,0.7982854843
207097_s_at,0.7981802225
207098_s_at,0.7981994748
207099_s_at,0.7982207537
207100_s_at,0.7981734276
207101_at,0.7982342839
207102_at,0.7982909083
207103_at,0.7981584668
207104_x_at,0.7983725071
207105_s_at,0.7982217073
207106_s_at,0.7982425690
207107_at,0.7982284427
207108_s_at,0.7981908321
207109_at,0.7981882691
207110_at,0.7982192039
207111_at,0.7982237339
207112_s_at,0.7982529998
207113_s_at,0.7982967496
207114_at,0.7983402014
207115_x_at,0.7981335521
207116_s_at,0.7982406616
207117_at,0.7981570959
207118_s_at,0.7981922030
207119_at,0.7981548309
207120_at,0.7982936502
207121_s_at,0.7981885672
207122_x_at,0.7982642651
207123_s_at,0.7981856465
207124_s_at,0.7982141376
207125_at,0.7982500792
207126_x_at,0.7982248068
207127_s_at,0.7982257009
207128_s_at,0.7981334925
207129_at,0.7983044982
207130_at,0.7982732654
207131_x_at,0.7982226014
207132_x_at,0.7981696725
207133_x_at,0.7981415987
207134_x_at,0.7981787920
