    Spearman   Pearson  Jaccard@1  Jaccard@2  Jaccard@3  Jaccard@4  Jaccard@5  Jaccard@6  Jaccard@7  Jaccard@8  Jaccard@9  Jaccard@10  Jaccard@11  Jaccard@12  Jaccard@13  Jaccard@14  Jaccard@15  Jaccard@16  Jaccard@17  Jaccard@18  Jaccard@19  Jaccard@20  Jaccard@21  Jaccard@22  Jaccard@23  Jaccard@24  Jaccard@25  Jaccard@26  Jaccard@27  Jaccard@28  Jaccard@29  Jaccard@30  Jaccard@31  Jaccard@32  Jaccard@33  Jaccard@34  Jaccard@35  Jaccard@36  Jaccard@37  Jaccard@38  Jaccard@39  Jaccard@40  Jaccard@41  Jaccard@42  Jaccard@43  Jaccard@44  Jaccard@45  Jaccard@46  Jaccard@47  Jaccard@48  Jaccard@49  Jaccard@50  Jaccard@51  Jaccard@52  Jaccard@53  Jaccard@54  Jaccard@55  Jaccard@56  Jaccard@57  Jaccard@58  Jaccard@59  Jaccard@60  Jaccard@61  Jaccard@62  Jaccard@63  Jaccard@64  Jaccard@65  Jaccard@66  Jaccard@67  Jaccard@68  Jaccard@69  Jaccard@70  Jaccard@71  Jaccard@72  Jaccard@73  Jaccard@74  Jaccard@75  Jaccard@76  Jaccard@77  Jaccard@78  Jaccard@79  Jaccard@80  Jaccard@81  Jaccard@82  Jaccard@83  Jaccard@84  Jaccard@85  Jaccard@86  Jaccard@87  Jaccard@88  Jaccard@89  Jaccard@90  Jaccard@91  Jaccard@92  Jaccard@93  Jaccard@94  Jaccard@95  Jaccard@96  Jaccard@97  Jaccard@98  Jaccard@99  Jaccard@100
24  0.783906  0.972818        1.0   0.333333        1.0   0.600000   0.428571   0.500000   0.555556   0.454545   0.636364    0.818182    1.000000    0.846154    0.857143    0.750000    0.875000    0.777778    0.789474    0.714286    0.727273    0.739130    0.750000    0.692308    0.703704    0.777778    0.851852    0.857143    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.885714    0.837838    0.842105    0.800000    0.761905    0.727273    0.733333    0.702128    0.673469    0.647059    0.622642    0.600000    0.607143    0.614035    0.620690    0.627119    0.633333    0.666667    0.645161    0.677419    0.682540    0.714286    0.718750    0.696970    0.701493    0.705882    0.685714    0.714286    0.718310    0.722222    0.702703    0.706667    0.710526    0.714286    0.717949    0.721519    0.703704    0.686747    0.670588    0.694118    0.697674    0.701149    0.724138    0.727273    0.730337    0.733333    0.736264    0.739130    0.760870    0.782609    0.765957    0.768421    0.770833    0.791667    0.793814    0.814433    0.816327    0.836735    0.838384    0.858586    0.878788    0.898990    0.919192    0.939394    0.959596    0.979798        1.00          1.0
25  0.774605  0.975406        1.0   1.000000        1.0   0.600000   0.428571   0.714286   0.750000   0.777778   0.800000    0.818182    1.000000    0.846154    0.857143    0.750000    0.875000    0.882353    0.789474    0.894737    0.900000    0.904762    0.826087    0.760000    0.703704    0.714286    0.785714    0.857143    0.928571    1.000000    0.933333         1.0      1.0000    0.939394    0.885714    0.837838    0.794872    0.756098    0.720930    0.727273    0.772727    0.818182    0.782609    0.750000    0.720000    0.692308    0.666667    0.672727    0.678571    0.655172    0.633333    0.639344    0.645161    0.625000    0.630769    0.661538    0.641791    0.647059    0.652174    0.657143    0.638889    0.621622    0.605263    0.610390    0.636364    0.662338    0.666667    0.670886    0.675000    0.700000    0.682927    0.707317    0.731707    0.734940    0.738095    0.741176    0.744186    0.747126    0.770115    0.752809    0.775281    0.797753    0.780220    0.782609    0.784946    0.787234    0.808511    0.810526    0.812500    0.814433    0.835052    0.836735    0.838384    0.858586    0.878788    0.898990    0.919192    0.939394    0.959596    0.960000        0.98          1.0
26  0.769985  0.971084        1.0   0.333333        1.0   0.600000   0.428571   0.500000   0.750000   0.777778   0.800000    0.818182    0.833333    1.000000    0.857143    0.866667    0.875000    0.882353    0.888889    0.800000    0.809524    0.818182    0.826087    0.833333    0.840000    0.846154    0.923077    0.857143    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.714286    0.681818    0.727273    0.695652    0.666667    0.640000    0.615385    0.622642    0.600000    0.607143    0.586207    0.593220    0.600000    0.606557    0.639344    0.619048    0.625000    0.656250    0.661538    0.641791    0.623188    0.652174    0.633803    0.616438    0.643836    0.671233    0.653333    0.636364    0.641026    0.666667    0.670886    0.675000    0.658537    0.682927    0.686747    0.710843    0.734940    0.717647    0.720930    0.724138    0.727273    0.750000    0.752809    0.755556    0.758242    0.760870    0.782609    0.784946    0.787234    0.789474    0.810526    0.812500    0.814433    0.816327    0.836735    0.838384    0.858586    0.878788    0.898990    0.919192    0.920000    0.940000    0.960000        0.98          1.0
27  0.799748  0.972883        0.0   1.000000        0.5   0.600000   0.428571   0.333333   0.400000   0.600000   0.636364    0.818182    1.000000    1.000000    1.000000    0.866667    0.764706    0.684211    0.700000    0.714286    0.809524    0.904762    0.826087    0.760000    0.769231    0.846154    0.923077    0.857143    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.794872    0.800000    0.761905    0.767442    0.772727    0.739130    0.744681    0.714286    0.720000    0.692308    0.730769    0.703704    0.709091    0.714286    0.719298    0.724138    0.728814    0.704918    0.682540    0.714286    0.718750    0.723077    0.727273    0.731343    0.710145    0.714286    0.718310    0.722222    0.702703    0.706667    0.688312    0.670886    0.675000    0.679012    0.682927    0.666667    0.670588    0.694118    0.697674    0.720930    0.704545    0.688889    0.692308    0.714286    0.717391    0.739130    0.760870    0.763441    0.765957    0.787234    0.789474    0.810526    0.831579    0.852632    0.854167    0.836735    0.857143    0.877551    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
28  0.787951  0.971511        0.0   0.333333        0.2   0.333333   0.428571   0.500000   0.555556   0.454545   0.636364    0.666667    0.833333    0.846154    1.000000    0.866667    0.875000    0.882353    0.888889    0.894737    0.809524    0.904762    1.000000    1.000000    0.916667    0.846154    0.923077    1.000000    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.794872    0.756098    0.720930    0.727273    0.695652    0.666667    0.673469    0.647059    0.653846    0.629630    0.666667    0.672727    0.649123    0.627119    0.633333    0.639344    0.645161    0.650794    0.656250    0.687500    0.666667    0.671642    0.676471    0.681159    0.661972    0.690141    0.694444    0.698630    0.702703    0.706667    0.710526    0.714286    0.696203    0.721519    0.725000    0.707317    0.710843    0.714286    0.717647    0.720930    0.724138    0.707865    0.692308    0.714286    0.717391    0.720430    0.741935    0.744681    0.765957    0.768421    0.752577    0.755102    0.775510    0.777778    0.780000    0.800000    0.820000    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
29  0.830291  0.978088        0.0   0.333333        0.5   1.000000   0.666667   0.714286   0.750000   0.600000   0.636364    0.818182    0.833333    1.000000    1.000000    0.866667    0.764706    0.777778    0.700000    0.714286    0.727273    0.739130    0.750000    0.692308    0.769231    0.846154    0.923077    1.000000    0.928571    1.000000    1.000000         1.0      0.9375    0.939394    0.885714    0.837838    0.794872    0.800000    0.761905    0.727273    0.733333    0.739130    0.708333    0.714286    0.720000    0.725490    0.730769    0.703704    0.709091    0.745455    0.750000    0.724138    0.728814    0.733333    0.766667    0.770492    0.774194    0.777778    0.753846    0.784615    0.761194    0.739130    0.718310    0.722222    0.726027    0.729730    0.710526    0.714286    0.696203    0.679012    0.682927    0.686747    0.690476    0.714286    0.697674    0.720930    0.724138    0.707865    0.730337    0.733333    0.755556    0.758242    0.760870    0.782609    0.765957    0.768421    0.770833    0.791667    0.812500    0.833333    0.854167    0.855670    0.857143    0.877551    0.897959    0.898990    0.919192    0.939394    0.959596    0.960000        0.98          1.0
30  0.818110  0.978931        1.0   1.000000        0.5   1.000000   0.666667   0.714286   0.555556   0.600000   0.636364    0.818182    1.000000    1.000000    1.000000    0.866667    0.875000    0.777778    0.789474    0.800000    0.809524    0.818182    0.826087    0.760000    0.769231    0.846154    0.851852    0.857143    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.842105    0.846154    0.804878    0.767442    0.733333    0.702128    0.744681    0.750000    0.755102    0.725490    0.764706    0.735849    0.740741    0.714286    0.719298    0.694915    0.700000    0.733333    0.737705    0.741935    0.746032    0.750000    0.727273    0.731343    0.761194    0.739130    0.742857    0.722222    0.702703    0.684211    0.710526    0.714286    0.696203    0.700000    0.725000    0.707317    0.710843    0.714286    0.697674    0.720930    0.724138    0.747126    0.730337    0.714286    0.717391    0.739130    0.741935    0.763441    0.765957    0.768421    0.770833    0.791667    0.812500    0.814433    0.816327    0.836735    0.857143    0.877551    0.878788    0.898990    0.900000    0.920000    0.940000    0.960000        0.98          1.0
31  0.809145  0.976568        1.0   1.000000        0.5   0.600000   0.666667   0.714286   0.750000   1.000000   0.800000    1.000000    1.000000    0.846154    1.000000    0.866667    0.875000    0.777778    0.700000    0.714286    0.809524    0.818182    0.826087    0.760000    0.769231    0.846154    0.923077    1.000000    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.756098    0.720930    0.688889    0.659574    0.632653    0.607843    0.615385    0.622642    0.600000    0.636364    0.672727    0.649123    0.684211    0.719298    0.724138    0.728814    0.762712    0.766667    0.770492    0.774194    0.777778    0.753846    0.784615    0.761194    0.739130    0.718310    0.722222    0.726027    0.729730    0.710526    0.714286    0.717949    0.700000    0.682927    0.666667    0.690476    0.694118    0.717647    0.720930    0.744186    0.727273    0.711111    0.733333    0.755556    0.758242    0.760870    0.763441    0.765957    0.787234    0.808511    0.791667    0.812500    0.833333    0.816327    0.836735    0.857143    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
32  0.767189  0.970449        1.0   0.333333        0.5   1.000000   1.000000   0.714286   0.750000   0.600000   0.800000    1.000000    1.000000    0.846154    0.857143    0.866667    0.875000    0.777778    0.700000    0.714286    0.809524    0.739130    0.750000    0.692308    0.703704    0.714286    0.785714    0.857143    0.862069    0.931034    1.000000         1.0      0.9375    0.882353    0.885714    0.837838    0.842105    0.800000    0.761905    0.767442    0.733333    0.702128    0.708333    0.714286    0.686275    0.660377    0.666667    0.703704    0.678571    0.655172    0.633333    0.612903    0.619048    0.600000    0.606061    0.611940    0.594203    0.623188    0.628571    0.657143    0.638889    0.643836    0.626667    0.631579    0.657895    0.684211    0.688312    0.714286    0.717949    0.700000    0.703704    0.707317    0.710843    0.714286    0.717647    0.720930    0.724138    0.707865    0.730337    0.714286    0.717391    0.720430    0.741935    0.763441    0.747368    0.768421    0.789474    0.791667    0.812500    0.814433    0.816327    0.818182    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
33  0.772841  0.973814        1.0   1.000000        0.5   0.600000   0.666667   0.714286   0.750000   0.600000   0.636364    0.818182    0.833333    1.000000    1.000000    0.866667    0.764706    0.684211    0.700000    0.714286    0.809524    0.818182    0.826087    0.833333    0.840000    0.846154    0.923077    1.000000    0.928571    0.931034    1.000000         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.756098    0.720930    0.688889    0.659574    0.666667    0.673469    0.647059    0.653846    0.629630    0.636364    0.614035    0.593220    0.600000    0.633333    0.639344    0.645161    0.677419    0.682540    0.687500    0.666667    0.647059    0.652174    0.633803    0.638889    0.643836    0.626667    0.610390    0.615385    0.600000    0.625000    0.650000    0.675000    0.700000    0.703704    0.707317    0.690476    0.694118    0.678161    0.701149    0.724138    0.727273    0.730337    0.752809    0.775281    0.777778    0.800000    0.782609    0.784946    0.768421    0.770833    0.773196    0.793814    0.814433    0.835052    0.836735    0.838384    0.858586    0.878788    0.898990    0.919192    0.939394    0.959596    0.960000        0.98          1.0
34  0.781530  0.970866        1.0   0.333333        0.2   0.333333   0.666667   0.714286   0.555556   0.600000   0.800000    0.666667    0.833333    0.846154    1.000000    0.866667    0.764706    0.684211    0.700000    0.714286    0.809524    0.818182    0.826087    0.760000    0.769231    0.846154    0.851852    0.857143    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.885714    0.837838    0.842105    0.800000    0.761905    0.767442    0.733333    0.739130    0.708333    0.680000    0.653846    0.629630    0.666667    0.672727    0.678571    0.655172    0.661017    0.639344    0.619048    0.600000    0.582090    0.565217    0.571429    0.600000    0.605634    0.611111    0.616438    0.621622    0.626667    0.631579    0.636364    0.641026    0.645570    0.650000    0.654321    0.658537    0.682927    0.686747    0.670588    0.674419    0.697674    0.701149    0.704545    0.727273    0.730337    0.752809    0.755556    0.777778    0.800000    0.802198    0.804348    0.826087    0.808511    0.829787    0.851064    0.852632    0.835052    0.836735    0.857143    0.877551    0.897959    0.918367    0.938776    0.939394    0.959596    0.979798        0.98          1.0
35  0.797060  0.975907        1.0   0.333333        1.0   0.600000   0.428571   0.500000   0.555556   0.777778   0.800000    1.000000    0.833333    1.000000    1.000000    0.866667    1.000000    0.882353    0.888889    0.800000    0.900000    0.818182    0.750000    0.760000    0.769231    0.777778    0.851852    0.857143    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.794872    0.800000    0.761905    0.809524    0.813953    0.818182    0.782609    0.787234    0.755102    0.760000    0.730769    0.703704    0.678571    0.684211    0.689655    0.694915    0.700000    0.704918    0.709677    0.714286    0.718750    0.696970    0.701493    0.731343    0.710145    0.690141    0.694444    0.722222    0.702703    0.706667    0.688312    0.692308    0.696203    0.679012    0.682927    0.686747    0.690476    0.674419    0.678161    0.662921    0.685393    0.688889    0.673913    0.677419    0.698925    0.720430    0.741935    0.744681    0.765957    0.750000    0.752577    0.773196    0.793814    0.814433    0.835052    0.836735    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
36  0.813549  0.978110        0.0   1.000000        1.0   0.600000   0.428571   0.500000   0.555556   0.777778   0.800000    0.818182    1.000000    1.000000    1.000000    0.866667    0.875000    0.882353    0.888889    0.894737    1.000000    0.904762    0.826087    0.833333    0.769231    0.846154    0.785714    0.793103    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.756098    0.761905    0.727273    0.772727    0.777778    0.744681    0.750000    0.755102    0.725490    0.730769    0.703704    0.709091    0.714286    0.750000    0.724138    0.700000    0.704918    0.709677    0.714286    0.718750    0.723077    0.701493    0.705882    0.710145    0.690141    0.694444    0.675676    0.680000    0.684211    0.688312    0.670886    0.675000    0.679012    0.662651    0.666667    0.670588    0.674419    0.659091    0.681818    0.685393    0.707865    0.730337    0.752809    0.775281    0.777778    0.800000    0.822222    0.844444    0.826087    0.827957    0.829787    0.851064    0.852632    0.854167    0.855670    0.876289    0.877551    0.897959    0.918367    0.919192    0.939394    0.959596    0.960000        0.98          1.0
37  0.832607  0.981487        0.0   1.000000        1.0   0.600000   0.428571   0.333333   0.555556   0.600000   0.800000    0.818182    1.000000    0.846154    1.000000    0.866667    0.764706    0.684211    0.700000    0.800000    0.900000    0.904762    0.909091    0.913043    0.840000    0.846154    0.923077    0.857143    0.862069    0.866667    0.933333         1.0      0.9375    0.939394    0.885714    0.837838    0.842105    0.846154    0.804878    0.809524    0.772727    0.739130    0.708333    0.680000    0.686275    0.725490    0.730769    0.735849    0.773585    0.777778    0.781818    0.785714    0.758621    0.762712    0.737705    0.741935    0.746032    0.777778    0.781250    0.757576    0.735294    0.714286    0.718310    0.746479    0.726027    0.706667    0.733333    0.714286    0.717949    0.700000    0.725000    0.728395    0.731707    0.734940    0.717647    0.701149    0.704545    0.707865    0.730337    0.752809    0.755556    0.777778    0.780220    0.763441    0.765957    0.787234    0.770833    0.773196    0.793814    0.795918    0.797980    0.818182    0.820000    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
38  0.743546  0.963503        0.0   0.333333        1.0   0.600000   0.428571   0.500000   0.555556   0.600000   0.636364    0.818182    1.000000    0.846154    0.857143    1.000000    0.875000    0.777778    0.700000    0.714286    0.727273    0.666667    0.680000    0.692308    0.703704    0.714286    0.724138    0.793103    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.891892    0.846154    0.804878    0.809524    0.772727    0.777778    0.744681    0.714286    0.720000    0.692308    0.666667    0.672727    0.678571    0.684211    0.689655    0.666667    0.645161    0.625000    0.606061    0.588235    0.571429    0.600000    0.628571    0.611111    0.594595    0.578947    0.584416    0.589744    0.575000    0.580247    0.604938    0.609756    0.634146    0.658537    0.682927    0.686747    0.690476    0.694118    0.697674    0.681818    0.685393    0.670330    0.673913    0.695652    0.717391    0.720430    0.723404    0.744681    0.747368    0.768421    0.789474    0.791667    0.812500    0.833333    0.835052    0.855670    0.857143    0.858586    0.878788    0.898990    0.900000    0.920000    0.940000    0.960000        0.98          1.0
39  0.764800  0.976697        0.0   1.000000        1.0   0.600000   0.428571   0.333333   0.555556   0.777778   1.000000    0.818182    0.833333    1.000000    1.000000    0.866667    0.875000    0.882353    0.789474    0.894737    1.000000    0.904762    0.909091    0.833333    0.769231    0.777778    0.851852    0.857143    0.862069    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.800000    0.850000    0.809524    0.772727    0.777778    0.744681    0.750000    0.755102    0.725490    0.730769    0.735849    0.709091    0.684211    0.689655    0.694915    0.700000    0.704918    0.682540    0.714286    0.692308    0.671642    0.676471    0.657143    0.638889    0.666667    0.671233    0.675676    0.657895    0.641026    0.645570    0.629630    0.634146    0.638554    0.642857    0.647059    0.651163    0.655172    0.659091    0.662921    0.685393    0.670330    0.692308    0.695652    0.698925    0.702128    0.723404    0.726316    0.747368    0.750000    0.770833    0.791667    0.812500    0.795918    0.816327    0.818182    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
40  0.765185  0.971605        1.0   0.333333        0.2   0.333333   0.666667   0.714286   0.750000   0.777778   0.800000    0.666667    0.692308    0.846154    1.000000    0.866667    0.764706    0.777778    0.700000    0.800000    0.809524    0.739130    0.750000    0.692308    0.769231    0.846154    0.923077    1.000000    1.000000    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.794872    0.756098    0.761905    0.809524    0.772727    0.739130    0.708333    0.680000    0.653846    0.629630    0.636364    0.642857    0.620690    0.627119    0.606557    0.639344    0.619048    0.625000    0.630769    0.636364    0.641791    0.647059    0.628571    0.633803    0.638889    0.666667    0.671233    0.653333    0.636364    0.662338    0.666667    0.692308    0.675000    0.679012    0.662651    0.666667    0.670588    0.674419    0.678161    0.681818    0.704545    0.707865    0.711111    0.714286    0.717391    0.739130    0.760870    0.744681    0.747368    0.750000    0.770833    0.791667    0.793814    0.795918    0.816327    0.836735    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
41  0.740150  0.971166        0.0   0.333333        0.2   0.333333   0.666667   0.714286   0.750000   0.777778   0.800000    0.818182    0.833333    0.846154    1.000000    0.866667    0.875000    0.777778    0.789474    0.800000    0.809524    0.818182    0.826087    0.760000    0.840000    0.920000    0.923077    0.857143    0.928571    0.931034    1.000000         1.0      1.0000    0.939394    0.885714    0.837838    0.794872    0.756098    0.761905    0.767442    0.772727    0.739130    0.708333    0.680000    0.653846    0.629630    0.607143    0.586207    0.620690    0.627119    0.633333    0.612903    0.619048    0.600000    0.606061    0.636364    0.641791    0.671642    0.652174    0.633803    0.638889    0.643836    0.648649    0.631579    0.615385    0.620253    0.625000    0.650000    0.675000    0.679012    0.662651    0.647059    0.651163    0.674419    0.678161    0.681818    0.704545    0.688889    0.711111    0.714286    0.698925    0.720430    0.723404    0.708333    0.729167    0.731959    0.752577    0.773196    0.793814    0.814433    0.816327    0.818182    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
42  0.788587  0.971809        0.0   0.333333        0.2   0.333333   0.428571   0.500000   0.555556   0.454545   0.636364    0.666667    0.833333    1.000000    1.000000    0.866667    0.875000    0.777778    0.700000    0.714286    0.727273    0.739130    0.826087    0.760000    0.769231    0.846154    0.923077    1.000000    1.000000    0.931034    1.000000         1.0      0.9375    0.882353    0.885714    0.888889    0.842105    0.800000    0.804878    0.767442    0.733333    0.702128    0.673469    0.680000    0.686275    0.660377    0.666667    0.672727    0.649123    0.627119    0.606557    0.612903    0.593750    0.625000    0.630769    0.661538    0.666667    0.671642    0.652174    0.633803    0.638889    0.666667    0.671233    0.675676    0.680000    0.684211    0.710526    0.736842    0.717949    0.721519    0.703704    0.728395    0.710843    0.734940    0.759036    0.761905    0.785714    0.788235    0.811765    0.835294    0.837209    0.839080    0.820225    0.802198    0.804348    0.806452    0.808511    0.810526    0.793814    0.814433    0.816327    0.836735    0.857143    0.858586    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
43  0.823630  0.969547        0.0   0.000000        0.2   0.333333   0.428571   0.714286   0.750000   0.777778   0.800000    0.666667    0.833333    0.846154    0.857143    0.866667    0.875000    0.777778    0.789474    0.800000    0.727273    0.739130    0.750000    0.692308    0.769231    0.777778    0.851852    0.857143    0.928571    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.888889    0.842105    0.800000    0.761905    0.767442    0.772727    0.739130    0.782609    0.750000    0.720000    0.692308    0.666667    0.642857    0.649123    0.655172    0.689655    0.666667    0.645161    0.650794    0.682540    0.687500    0.692308    0.696970    0.676471    0.681159    0.661972    0.666667    0.671233    0.698630    0.680000    0.706667    0.733333    0.714286    0.740260    0.766234    0.769231    0.750000    0.775000    0.800000    0.825000    0.827160    0.829268    0.809524    0.811765    0.835294    0.816092    0.797753    0.800000    0.802198    0.784946    0.806452    0.808511    0.829787    0.851064    0.833333    0.854167    0.855670    0.838384    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
44  0.737846  0.970082        0.0   0.333333        0.2   0.333333   0.428571   0.500000   0.750000   0.777778   0.800000    0.818182    0.692308    0.846154    1.000000    0.866667    0.764706    0.684211    0.700000    0.714286    0.809524    0.739130    0.826087    0.833333    0.916667    0.920000    0.923077    1.000000    1.000000    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.756098    0.761905    0.809524    0.772727    0.739130    0.708333    0.680000    0.686275    0.660377    0.666667    0.642857    0.649123    0.655172    0.661017    0.639344    0.645161    0.625000    0.606061    0.588235    0.571429    0.577465    0.561644    0.567568    0.552632    0.578947    0.605263    0.589744    0.575000    0.580247    0.604938    0.629630    0.654321    0.638554    0.662651    0.647059    0.651163    0.655172    0.659091    0.662921    0.685393    0.707865    0.711111    0.714286    0.736264    0.739130    0.760870    0.782609    0.804348    0.806452    0.827957    0.829787    0.851064    0.852632    0.835052    0.855670    0.857143    0.877551    0.897959    0.898990    0.900000    0.920000    0.940000    0.960000        0.98          1.0
45  0.784974  0.976765        0.0   0.333333        1.0   1.000000   1.000000   1.000000   0.750000   0.777778   0.636364    0.818182    0.833333    1.000000    1.000000    0.866667    0.875000    1.000000    0.888889    0.800000    0.900000    0.904762    0.909091    0.913043    0.916667    0.920000    0.923077    0.857143    0.928571    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.756098    0.761905    0.727273    0.733333    0.702128    0.673469    0.680000    0.686275    0.660377    0.666667    0.642857    0.649123    0.655172    0.661017    0.639344    0.645161    0.650794    0.656250    0.661538    0.666667    0.671642    0.652174    0.681159    0.685714    0.690141    0.671233    0.675676    0.680000    0.706667    0.688312    0.670886    0.675000    0.679012    0.703704    0.686747    0.690476    0.714286    0.717647    0.720930    0.724138    0.747126    0.770115    0.772727    0.775281    0.777778    0.780220    0.763441    0.765957    0.750000    0.752577    0.773196    0.793814    0.814433    0.835052    0.818182    0.820000    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
46  0.832403  0.978164        0.0   0.333333        1.0   0.600000   0.666667   0.714286   0.750000   0.600000   0.800000    0.818182    0.833333    0.846154    1.000000    0.866667    0.764706    0.777778    0.789474    0.714286    0.809524    0.818182    0.750000    0.833333    0.916667    0.920000    0.923077    1.000000    1.000000    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.842105    0.800000    0.761905    0.767442    0.772727    0.739130    0.708333    0.680000    0.653846    0.660377    0.698113    0.703704    0.678571    0.714286    0.719298    0.694915    0.700000    0.677419    0.709677    0.714286    0.718750    0.723077    0.701493    0.731343    0.710145    0.714286    0.742857    0.771429    0.750000    0.753425    0.756757    0.760000    0.763158    0.743590    0.746835    0.728395    0.731707    0.734940    0.759036    0.741176    0.744186    0.747126    0.730337    0.714286    0.736264    0.739130    0.741935    0.744681    0.765957    0.768421    0.770833    0.773196    0.775510    0.795918    0.797980    0.818182    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
47  0.737738  0.968483        0.0   0.333333        1.0   1.000000   0.666667   1.000000   1.000000   0.777778   0.800000    0.818182    0.833333    0.846154    0.857143    0.866667    0.875000    0.882353    0.789474    0.894737    0.809524    0.739130    0.826087    0.833333    0.769231    0.777778    0.851852    0.857143    0.928571    0.931034    1.000000         1.0      0.9375    0.882353    0.833333    0.837838    0.794872    0.756098    0.720930    0.767442    0.733333    0.702128    0.673469    0.647059    0.622642    0.600000    0.578947    0.586207    0.566667    0.573770    0.580645    0.587302    0.593750    0.575758    0.582090    0.611940    0.617647    0.647059    0.652174    0.657143    0.638889    0.643836    0.626667    0.631579    0.657895    0.662338    0.645570    0.670886    0.696203    0.700000    0.703704    0.707317    0.690476    0.694118    0.697674    0.701149    0.704545    0.688889    0.711111    0.695652    0.717391    0.739130    0.760870    0.744681    0.765957    0.787234    0.789474    0.791667    0.793814    0.814433    0.835052    0.855670    0.838384    0.858586    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
48  0.780450  0.976762        0.0   0.333333        1.0   0.600000   0.428571   0.714286   1.000000   1.000000   0.800000    0.818182    0.833333    1.000000    1.000000    0.866667    0.875000    0.777778    0.888889    0.800000    0.900000    0.818182    0.826087    0.760000    0.840000    0.920000    0.923077    1.000000    1.000000    0.931034    1.000000         1.0      1.0000    0.939394    0.885714    0.837838    0.842105    0.846154    0.804878    0.767442    0.813953    0.818182    0.782609    0.750000    0.720000    0.692308    0.698113    0.672727    0.649123    0.655172    0.661017    0.694915    0.728814    0.733333    0.709677    0.687500    0.692308    0.671642    0.676471    0.657143    0.638889    0.643836    0.648649    0.653333    0.657895    0.684211    0.710526    0.714286    0.717949    0.700000    0.682927    0.686747    0.670588    0.674419    0.659091    0.644444    0.666667    0.670330    0.673913    0.695652    0.717391    0.739130    0.760870    0.782609    0.784946    0.787234    0.808511    0.829787    0.831579    0.852632    0.873684    0.894737    0.895833    0.916667    0.917526    0.918367    0.919192    0.939394    0.959596    0.960000        0.98          1.0
49  0.786919  0.977628        1.0   1.000000        1.0   0.600000   0.666667   0.714286   0.750000   0.600000   0.636364    0.818182    1.000000    0.846154    1.000000    0.866667    0.875000    0.777778    0.789474    0.894737    0.900000    0.904762    0.826087    0.833333    0.840000    0.846154    0.851852    0.857143    0.928571    0.931034    1.000000         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.714286    0.720930    0.727273    0.733333    0.739130    0.708333    0.680000    0.653846    0.660377    0.698113    0.703704    0.709091    0.714286    0.750000    0.754386    0.728814    0.733333    0.737705    0.714286    0.718750    0.723077    0.701493    0.705882    0.685714    0.690141    0.671233    0.675676    0.657895    0.662338    0.666667    0.650000    0.675000    0.658537    0.662651    0.647059    0.632184    0.655172    0.659091    0.681818    0.685393    0.707865    0.730337    0.733333    0.736264    0.739130    0.760870    0.763441    0.765957    0.787234    0.789474    0.773196    0.793814    0.814433    0.816327    0.836735    0.838384    0.858586    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
